Items,mse_3_5_15_128_9_3
project,MasterProject
log_dir,../logs//tuner//mse_3_5_15_128_9_3//mse//MasterProject
dataset_no,mse_3_5_15_128_9_3
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=15.numTimeSteps128.version9.3.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.01
tuner/epochs,8
tuned_score,0.563
loss,0.67198
val_loss,0.67198
val_customMetricfn,0.64918
pred_accuracy,0.64917
training_time (ms),70.10943
rerun_acc_0,0.62741
rerun_acc_1,0.75535
rerun_acc_2,0.60704
default_acc_0,0.78864
default_acc_1,0.74624
default_acc_2,0.73932
delta,-0.0948
isbetter,same
