Items,mse_3_5_7_128_9_54
project,MasterProject
log_dir,../logs//tuner//mse_3_5_7_128_9_54//mse//MasterProject
dataset_no,mse_3_5_7_128_9_54
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=7.numTimeSteps128.version9.54.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.01
tuner/epochs,8
tuned_score,0.65798
loss,0.64071
val_loss,0.64071
val_customMetricfn,0.68303
pred_accuracy,0.68302
training_time (ms),72.16601
rerun_acc_0,0.68954
rerun_acc_1,0.7125
rerun_acc_2,0.72358
default_acc_0,0.63816
default_acc_1,0.64592
default_acc_2,0.6242
delta,0.072447
isbetter,better
