Items,mse_3_5_15_128_9_46
project,MasterProject
log_dir,../logs//tuner//mse_3_5_15_128_9_46//mse//MasterProject
dataset_no,mse_3_5_15_128_9_46
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=15.numTimeSteps128.version9.46.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.01
tuner/epochs,8
tuned_score,0.66246
loss,0.65198
val_loss,0.65198
val_customMetricfn,0.66038
pred_accuracy,0.66037
training_time (ms),72.53961
rerun_acc_0,0.66641
rerun_acc_1,0.67469
rerun_acc_2,0.6787
default_acc_0,0.65036
default_acc_1,0.6482
default_acc_2,0.64932
delta,0.023973
isbetter,same
