Items,mse_3_5_30_128_9_44
project,MasterProject
log_dir,../logs//tuner//mse_3_5_30_128_9_44//mse//MasterProject
dataset_no,mse_3_5_30_128_9_44
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=30.numTimeSteps128.version9.44.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.01
tuner/epochs,8
tuned_score,0.80126
loss,0.42473
val_loss,0.42473
val_customMetricfn,0.79413
pred_accuracy,0.79412
training_time (ms),73.00294
rerun_acc_0,0.82761
rerun_acc_1,0.84629
rerun_acc_2,0.85397
default_acc_0,0.71336
default_acc_1,0.7236
default_acc_2,0.72736
delta,0.121183
isbetter,same
