best21;v01;val0;0,96841;;;;;Average of acc;Column Labels
best21;v01;val1;0,97109;;;;;Version;best21
best21;v01;val2;0,97226;;;;;v01;96,95 %
best21;v01;val3;0,96521;;;;;v02;97,07 %
best21;v01;val4;0,97109;;;;;v03;96,77 %
best21;v01;val5;0,97073;;;;;v04;96,93 %
best21;v01;val6;0,97008;;;;;v05;96,69 %
best21;v01;val7;0,96688;;;;;v06;96,59 %
best21;v02;val0;0,96993;;;;;v07;96,56 %
best21;v02;val1;0,97523;;;;;v08;96,63 %
best21;v02;val2;0,97320;;;;;v09;96,86 %
best21;v02;val3;0,96681;;;;;v10;96,82 %
best21;v02;val4;0,97131;;;;;v11;96,50 %
best21;v02;val5;0,96725;;;;;v12;86,46 %
best21;v02;val6;0,97008;;;;;v13;96,44 %
best21;v02;val7;0,97153;;;;;v14;79,12 %
best21;v03;val0;0,96478;;;;;v15;95,81 %
best21;v03;val1;0,96703;;;;;v16;97,07 %
best21;v03;val2;0,96790;;;;;v17;96,25 %
best21;v03;val3;0,96892;;;;;v18;96,52 %
best21;v03;val4;0,96870;;;;;v19;96,99 %
best21;v03;val5;0,96492;;;;;v20;97,18 %
best21;v03;val6;0,96993;;;;;v21;93,31 %
best21;v03;val7;0,96971;;;;;Grand Total;95,22 %
best21;v04;val0;0,96710;;;;;;
best21;v04;val1;0,97088;;;;;;
best21;v04;val2;0,97306;;;;;;
best21;v04;val3;0,96456;;;;;;
best21;v04;val4;0,97182;;;;;;
best21;v04;val5;0,96877;;;;;;
best21;v04;val6;0,96993;;;;;;
best21;v04;val7;0,96804;;;;;;
best21;v05;val0;0,96761;;;;;;
best21;v05;val1;0,96608;;;;;;
best21;v05;val2;0,96499;;;;;;
best21;v05;val3;0,96369;;;;;;
best21;v05;val4;0,96761;;;;;;
best21;v05;val5;0,96732;;;;;;
best21;v05;val6;0,96870;;;;;;
best21;v05;val7;0,96935;;;;;;
best21;v06;val0;0,96536;;;;;;
best21;v06;val1;0,96935;;;;;;
best21;v06;val2;0,96623;;;;;;
best21;v06;val3;0,96100;;;;;;
best21;v06;val4;0,96645;;;;;;
best21;v06;val5;0,96485;;;;;;
best21;v06;val6;0,96732;;;;;;
best21;v06;val7;0,96652;;;;;;
best21;v07;val0;0,96725;;;;;;
best21;v07;val1;0,96725;;;;;;
best21;v07;val2;0,96761;;;;;;
best21;v07;val3;0,96318;;;;;;
best21;v07;val4;0,96550;;;;;;
best21;v07;val5;0,96282;;;;;;
best21;v07;val6;0,96594;;;;;;
best21;v07;val7;0,96557;;;;;;
best21;v08;val0;0,96390;;;;;;
best21;v08;val1;0,96594;;;;;;
best21;v08;val2;0,97059;;;;;;
best21;v08;val3;0,96681;;;;;;
best21;v08;val4;0,96826;;;;;;
best21;v08;val5;0,96514;;;;;;
best21;v08;val6;0,96085;;;;;;
best21;v08;val7;0,96877;;;;;;
best21;v09;val0;0,96761;;;;;;
best21;v09;val1;0,97059;;;;;;
best21;v09;val2;0,97059;;;;;;
best21;v09;val3;0,96717;;;;;;
best21;v09;val4;0,97182;;;;;;
best21;v09;val5;0,96456;;;;;;
best21;v09;val6;0,96354;;;;;;
best21;v09;val7;0,97276;;;;;;
best21;v10;val0;0,96826;;;;;;
best21;v10;val1;0,96855;;;;;;
best21;v10;val2;0,97030;;;;;;
best21;v10;val3;0,96986;;;;;;
best21;v10;val4;0,96928;;;;;;
best21;v10;val5;0,96797;;;;;;
best21;v10;val6;0,96521;;;;;;
best21;v10;val7;0,96594;;;;;;
best21;v11;val0;0,96652;;;;;;
best21;v11;val1;0,96710;;;;;;
best21;v11;val2;0,96587;;;;;;
best21;v11;val3;0,96492;;;;;;
best21;v11;val4;0,96768;;;;;;
best21;v11;val5;0,96056;;;;;;
best21;v11;val6;0,96441;;;;;;
best21;v11;val7;0,96311;;;;;;
best21;v12;val0;0,83535;;;;;;
best21;v12;val1;0,84400;;;;;;
best21;v12;val2;0,86804;;;;;;
best21;v12;val3;0,89709;;;;;;
best21;v12;val4;0,86528;;;;;;
best21;v12;val5;0,90195;;;;;;
best21;v12;val6;0,91764;;;;;;
best21;v12;val7;0,78778;;;;;;
best21;v13;val0;0,96180;;;;;;
best21;v13;val1;0,97015;;;;;;
best21;v13;val2;0,96514;;;;;;
best21;v13;val3;0,96216;;;;;;
best21;v13;val4;0,95962;;;;;;
best21;v13;val5;0,96405;;;;;;
best21;v13;val6;0,96514;;;;;;
best21;v13;val7;0,96746;;;;;;
best21;v14;val0;0,78364;;;;;;
best21;v14;val1;0,77740;;;;;;
best21;v14;val2;0,76164;;;;;;
best21;v14;val3;0,76992;;;;;;
best21;v14;val4;0,76171;;;;;;
best21;v14;val5;0,75619;;;;;;
best21;v14;val6;0,76258;;;;;;
best21;v14;val7;0,95686;;;;;;
best21;v15;val0;0,95468;;;;;;
best21;v15;val1;0,96412;;;;;;
best21;v15;val2;0,96107;;;;;;
best21;v15;val3;0,95759;;;;;;
best21;v15;val4;0,95773;;;;;;
best21;v15;val5;0,95069;;;;;;
best21;v15;val6;0,96289;;;;;;
best21;v15;val7;0,95570;;;;;;
best21;v16;val0;0,97204;;;;;;
best21;v16;val1;0,97262;;;;;;
best21;v16;val2;0,97218;;;;;;
best21;v16;val3;0,96739;;;;;;
best21;v16;val4;0,96688;;;;;;
best21;v16;val5;0,96979;;;;;;
best21;v16;val6;0,97138;;;;;;
best21;v16;val7;0,97298;;;;;;
best21;v17;val0;0,96725;;;;;;
best21;v17;val1;0,96260;;;;;;
best21;v17;val2;0,95969;;;;;;
best21;v17;val3;0,95976;;;;;;
best21;v17;val4;0,96775;;;;;;
best21;v17;val5;0,96202;;;;;;
best21;v17;val6;0,96746;;;;;;
best21;v17;val7;0,95359;;;;;;
best21;v18;val0;0,96601;;;;;;
best21;v18;val1;0,96695;;;;;;
best21;v18;val2;0,96398;;;;;;
best21;v18;val3;0,96209;;;;;;
best21;v18;val4;0,96826;;;;;;
best21;v18;val5;0,96267;;;;;;
best21;v18;val6;0,96434;;;;;;
best21;v18;val7;0,96710;;;;;;
best21;v19;val0;0,96390;;;;;;
best21;v19;val1;0,97102;;;;;;
best21;v19;val2;0,97073;;;;;;
best21;v19;val3;0,96942;;;;;;
best21;v19;val4;0,97698;;;;;;
best21;v19;val5;0,96652;;;;;;
best21;v19;val6;0,97146;;;;;;
best21;v19;val7;0,96935;;;;;;
best21;v20;val0;0,97160;;;;;;
best21;v20;val1;0,97523;;;;;;
best21;v20;val2;0,96863;;;;;;
best21;v20;val3;0,96957;;;;;;
best21;v20;val4;0,97313;;;;;;
best21;v20;val5;0,97146;;;;;;
best21;v20;val6;0,96899;;;;;;
best21;v20;val7;0,97574;;;;;;
best21;v21;val0;0,93841;;;;;;
best21;v21;val1;0,94393;;;;;;
best21;v21;val2;0,93718;;;;;;
best21;v21;val3;0,90595;;;;;;
best21;v21;val4;0,93587;;;;;;
best21;v21;val5;0,92628;;;;;;
best21;v21;val6;0,94509;;;;;;
best21;v21;val7;0,93224;;;;;;
