Items,mse_3_5_30_128_9_54
project,MasterProject
log_dir,../logs//tuner//mse_3_5_30_128_9_54//mse//MasterProject
dataset_no,mse_3_5_30_128_9_54
objectives,"val_loss, min"
af_LSTM,relu
raf_LSTM,sigmoid
af_dense,softsign
optimizer,adam
learning_rate,0.01
thresholds_BA,
tuner/epochs,3
tuned_score,0.7565
loss,0.75536
validation_accuracy_0,0.75536
validation_accuracy_1,0.75536
prediction_accuracy,0.56803
training_time (ms),70.12582
val_acc_0,0.74709
val_acc_1,0.74148
val_acc_2,0.74356
pred_acc_0,0.5812
pred_acc_1,0.58688
pred_acc_2,0.58636
compare_0,0.58476
compare_1,0.58284
compare_2,0.58536
