Items,mse_3_5_30_128_9_50
project,MasterProject
log_dir,../logs//tuner//mse_3_5_30_128_9_50//mse//MasterProject
dataset_no,mse_3_5_30_128_9_50
objectives,"val_loss, min"
af_LSTM,softsign
raf_LSTM,sigmoid
af_dense,softsign
optimizer,adam
learning_rate,0.001
thresholds_BA,
tuner/epochs,8
tuned_score,0.78851
loss,0.78733
validation_accuracy_0,0.78733
validation_accuracy_1,0.78733
prediction_accuracy,0.55031
training_time (ms),73.33791
val_acc_0,0.76055
val_acc_1,0.75416
val_acc_2,0.75241
pred_acc_0,0.57259
pred_acc_1,0.57592
pred_acc_2,0.57383
compare_0,0.57492
compare_1,0.57132
compare_2,0.56788
