Items,mse_3_5_30_128_9_8
project,MasterProject
log_dir,../logs//tuner//mse_3_5_30_128_9_8//mse//MasterProject
dataset_no,mse_3_5_30_128_9_8
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=30.numTimeSteps128.version9.8.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.01
tuner/epochs,8
tuned_score,0.76233
loss,0.3996
val_loss,0.3996
val_customMetricfn,0.77006
pred_accuracy,0.77003
training_time (ms),70.37877
rerun_acc_0,0.77035
rerun_acc_1,0.77251
rerun_acc_2,0.78728
