Items,mse_3_5_7_128_9_4
project,MasterProject
log_dir,../logs//tuner//mse_3_5_7_128_9_4//mse//MasterProject
dataset_no,mse_3_5_7_128_9_4
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=7.numTimeSteps128.version9.4.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.01
tuner/epochs,8
tuned_score,1.0
loss,0.01199
val_loss,0.01199
val_customMetricfn,0.99948
pred_accuracy,0.99948
training_time (ms),72.31499
rerun_acc_0,1.0
rerun_acc_1,1.0
rerun_acc_2,1.0
