Items,mse_3_5_30_128_9_14
project,MasterProject
log_dir,../logs//tuner//mse_3_5_30_128_9_14//mse//MasterProject
dataset_no,mse_3_5_30_128_9_14
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=30.numTimeSteps128.version9.14.csv
objectives,"val_customMetricfn, max"
af_LSTM,relu
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.001
tuner/epochs,8
tuner/trial_id,bc4fcc4e6b90eb6020c76a2cf64cbe99
tuned_score,0.59965
loss,0.67444
val_loss,0.67444
val_customMetricfn,0.60225
pred_accuracy,0.60224
training_time (ms),71.14756
rerun_acc_0,0.59916
rerun_acc_1,0.59924
rerun_acc_2,0.60008
