Items,mse_3_5_15_128_9_49
project,MasterProject
log_dir,../logs//tuner//mse_3_5_15_128_9_49//mse//MasterProject
dataset_no,mse_3_5_15_128_9_49
objectives,"val_loss, min"
af_LSTM,relu
raf_LSTM,sigmoid
af_dense,softsign
optimizer,adam
learning_rate,0.01
thresholds_BA,
tuner/epochs,3
tuned_score,0.77846
loss,0.77068
validation_accuracy_0,0.77068
validation_accuracy_1,0.77068
prediction_accuracy,0.55447
training_time (ms),69.49008
val_acc_0,0.76398
val_acc_1,
val_acc_2,
pred_acc_0,0.56943
pred_acc_1,0.52174
pred_acc_2,0.52174
compare_0,0.5754
compare_1,0.57556
compare_2,0.57664
