Items,mse_3_5_30_128_9_37
project,MasterProject
log_dir,../logs//tuner//mse_3_5_30_128_9_37//mse//MasterProject
dataset_no,mse_3_5_30_128_9_37
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=30.numTimeSteps128.version9.37.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,sgd
learning_rate,0.01
tuner/epochs,8
tuned_score,0.50694
loss,0.81236
val_loss,0.81236
val_customMetricfn,0.50158
pred_accuracy,0.50158
training_time (ms),70.42128
rerun_acc_0,0.50582
rerun_acc_1,0.50586
rerun_acc_2,0.50474
default_acc_0,0.5038
default_acc_1,0.50712
default_acc_2,0.50104
delta,0.001487
isbetter,same
