Items,mse_3_5_30_128_9_22
project,MasterProject
log_dir,../logs//tuner//mse_3_5_30_128_9_22//mse//MasterProject
dataset_no,mse_3_5_30_128_9_22
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=30.numTimeSteps128.version9.22.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.01
tuner/epochs,8
tuned_score,0.55331
loss,0.73443
val_loss,0.73443
val_customMetricfn,0.55251
pred_accuracy,0.55251
training_time (ms),69.66299
rerun_acc_0,0.55203
rerun_acc_1,0.55367
rerun_acc_2,0.55059
default_acc_0,0.5474
default_acc_1,0.54752
default_acc_2,0.54928
delta,0.00403
isbetter,same
