Items,mse_3_5_15_128_9_33
project,MasterProject
log_dir,../logs//tuner//mse_3_5_15_128_9_33//mse//MasterProject
dataset_no,mse_3_5_15_128_9_33
objectives,"val_loss, min"
af_LSTM,relu
raf_LSTM,sigmoid
af_dense,softsign
optimizer,adam
learning_rate,0.01
lm_LSTM,mse
tuner/epochs,3
tuned_score,0.69859
loss,0.70084
validation_accuracy_0,0.70084
validation_accuracy_1,0.70084
prediction_accuracy,0.6068
training_time (ms),68.77021
val_acc_0,0.66769
pred_acc_0,0.65173
val_acc_1,0.67284
pred_acc_1,0.64705
val_acc_2,0.69103
pred_acc_2,0.62965
