Items,mse_3_5_30_128_9_27
project,MasterProject
log_dir,../logs//tuner//mse_3_5_30_128_9_27//mse//MasterProject
dataset_no,mse_3_5_30_128_9_27
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=30.numTimeSteps128.version9.27.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.01
tuner/epochs,8
tuned_score,0.55552
loss,0.75067
val_loss,0.75067
val_customMetricfn,0.5584
pred_accuracy,0.55839
training_time (ms),72.42303
rerun_acc_0,0.55663
rerun_acc_1,0.55699
rerun_acc_2,0.55979
default_acc_0,0.56536
default_acc_1,0.55736
default_acc_2,0.56472
delta,-0.004677
isbetter,same
