Items,mse_3_5_30_128_9_49
project,MasterProject
log_dir,../logs//tuner//mse_3_5_30_128_9_49//mse//MasterProject
dataset_no,mse_3_5_30_128_9_49
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=30.numTimeSteps128.version9.49.csv
objectives,"val_customMetricfn, max"
af_LSTM,sigmoid
raf_LSTM,sigmoid
af_dense,tanh
optimizer,sgd
learning_rate,0.001
tuner/epochs,8
tuner/trial_id,7443bc037be8c8a8a8e8176c91f7a9fd
tuned_score,0.55316
loss,0.81141
val_loss,0.81141
val_customMetricfn,0.5157
pred_accuracy,0.5157
training_time (ms),68.27012
rerun_acc_0,0.51722
rerun_acc_1,0.54219
rerun_acc_2,0.54927
default_acc_0,0.55336
default_acc_1,0.5482
default_acc_2,0.54776
delta,-0.013547
isbetter,worse
