Items,mse_3_5_15_128_9_33
project,MasterProject
log_dir,../logs//tuner//mse_3_5_15_128_9_33//mse//MasterProject
dataset_no,mse_3_5_15_128_9_33
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=15.numTimeSteps128.version9.33.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.01
tuner/epochs,8
tuned_score,0.61629
loss,0.6664
val_loss,0.6664
val_customMetricfn,0.6379
pred_accuracy,0.63789
training_time (ms),72.48169
rerun_acc_0,0.63273
rerun_acc_1,0.67029
rerun_acc_2,0.67702
default_acc_0,0.62844
default_acc_1,0.63424
default_acc_2,0.5912
delta,0.042053
isbetter,better
