Items,mse_3_5_7_128_9_56
project,MasterProject
log_dir,../logs//tuner//mse_3_5_7_128_9_56//mse//MasterProject
dataset_no,mse_3_5_7_128_9_56
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=7.numTimeSteps128.version9.56.csv
objectives,"val_customMetricfn, max"
af_LSTM,relu
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.001
tuner/epochs,8
tuner/trial_id,9c42c8424b6ffb20c9aaa9950ef81db5
tuned_score,0.65115
loss,0.62199
val_loss,0.62199
val_customMetricfn,0.6517
pred_accuracy,0.65169
training_time (ms),71.52372
rerun_acc_0,0.64805
rerun_acc_1,0.64849
rerun_acc_2,0.65033
