Items,mse_3_5_15_128_9_39
project,MasterProject
log_dir,../logs//tuner//mse_3_5_15_128_9_39//mse//MasterProject
dataset_no,mse_3_5_15_128_9_39
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=15.numTimeSteps128.version9.39.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.01
tuner/epochs,8
tuned_score,0.62414
loss,0.6621
val_loss,0.6621
val_customMetricfn,0.63382
pred_accuracy,0.63381
training_time (ms),72.26921
rerun_acc_0,0.64649
rerun_acc_1,0.66905
rerun_acc_2,0.6915
