Items,mse_3_5_7_128_9_56
project,MasterProject
log_dir,../logs//tuner//mse_3_5_7_128_9_56//mse//MasterProject
dataset_no,mse_3_5_7_128_9_56
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=7.numTimeSteps128.version9.56.csv
objectives,"val_customMetricfn, max"
af_LSTM,selu
raf_LSTM,sigmoid
af_dense,softsign
optimizer,sgd
learning_rate,0.001
tuner/epochs,3
tuned_score,1.0
loss,0.24647
val_loss,0.24647
val_customMetricfn,1.0
pred_accuracy,1.0
training_time (ms),71.59743
rerun_acc_0,0.54763
rerun_acc_1,0.58372
rerun_acc_2,0.60228
default_acc_0,0.64752
default_acc_1,0.6444
default_acc_2,0.647
delta,-0.06843
isbetter,worse
