Items,mse_3_5_15_128_9_12
project,MasterProject
log_dir,../logs//tuner//mse_3_5_15_128_9_12//mse//MasterProject
dataset_no,mse_3_5_15_128_9_12
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=15.numTimeSteps128.version9.12.csv
objectives,"val_customMetricfn, max"
af_LSTM,selu
raf_LSTM,sigmoid
af_dense,softsign
optimizer,sgd
learning_rate,0.001
tuner/epochs,3
tuned_score,1.0
loss,0.2531
val_loss,0.2531
val_customMetricfn,1.0
pred_accuracy,1.0
training_time (ms),71.41181
rerun_acc_0,0.49906
rerun_acc_1,0.50106
rerun_acc_2,0.50138
default_acc_0,0.50216
default_acc_1,0.50144
default_acc_2,0.49876
delta,-0.000287
isbetter,same
