Items,mse_3_5_7_128_9_5
project,MasterProject
log_dir,../logs//tuner//mse_3_5_7_128_9_5//mse//MasterProject
dataset_no,mse_3_5_7_128_9_5
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=7.numTimeSteps128.version9.5.csv
objectives,"val_customMetricfn, max"
af_LSTM,selu
raf_LSTM,sigmoid
af_dense,softsign
optimizer,sgd
learning_rate,0.001
tuner/epochs,3
tuned_score,1.0
loss,0.2464
val_loss,0.2464
val_customMetricfn,1.0
pred_accuracy,1.0
training_time (ms),71.63788
rerun_acc_0,0.59516
rerun_acc_1,0.64921
rerun_acc_2,0.66837
default_acc_0,0.72808
default_acc_1,0.70904
default_acc_2,0.7096
delta,-0.077993
isbetter,worse
