Items,mse_3_5_30_128_9_9
project,MasterProject
log_dir,../logs//tuner//mse_3_5_30_128_9_9//mse//MasterProject
dataset_no,mse_3_5_30_128_9_9
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=30.numTimeSteps128.version9.9.csv
objectives,"val_customMetricfn, max"
af_LSTM,selu
raf_LSTM,sigmoid
af_dense,softsign
optimizer,sgd
learning_rate,0.001
tuner/epochs,3
tuned_score,1.0
loss,0.24094
val_loss,0.24094
val_customMetricfn,1.0
pred_accuracy,1.0
training_time (ms),72.09427
rerun_acc_0,0.58288
rerun_acc_1,0.594
rerun_acc_2,0.59728
default_acc_0,0.64588
default_acc_1,0.65096
default_acc_2,0.6518
delta,-0.05816
isbetter,worse
