Items,mse_3_5_7_128_9_24
project,MasterProject
log_dir,../logs//tuner//mse_3_5_7_128_9_24//mse//MasterProject
dataset_no,mse_3_5_7_128_9_24
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=7.numTimeSteps128.version9.24.csv
objectives,"val_customMetricfn, max"
af_LSTM,selu
raf_LSTM,sigmoid
af_dense,softsign
optimizer,sgd
learning_rate,0.001
tuner/epochs,3
tuned_score,1.0
loss,0.25264
val_loss,0.25264
val_customMetricfn,1.0
pred_accuracy,1.0
training_time (ms),71.7429
rerun_acc_0,0.50162
rerun_acc_1,0.50366
rerun_acc_2,0.50226
default_acc_0,0.50024
default_acc_1,0.4966
default_acc_2,0.50404
delta,0.00222
isbetter,same
