Items,mse_3_5_7_128_9_57
project,MasterProject
log_dir,../logs//tuner//mse_3_5_7_128_9_57//mse//MasterProject
dataset_no,mse_3_5_7_128_9_57
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=7.numTimeSteps128.version9.57.csv
objectives,"val_customMetricfn, max"
af_LSTM,selu
raf_LSTM,sigmoid
af_dense,softsign
optimizer,sgd
learning_rate,0.001
tuner/epochs,3
tuned_score,1.0
loss,0.21704
val_loss,0.21704
val_customMetricfn,1.0
pred_accuracy,1.0
training_time (ms),71.97953
rerun_acc_0,0.6819
rerun_acc_1,0.70038
rerun_acc_2,0.70618
default_acc_0,0.73228
default_acc_1,0.78556
default_acc_2,0.73656
delta,-0.055313
isbetter,worse
