Items,mse_3_5_30_128_9_15
project,MasterProject
log_dir,../logs//tuner//mse_3_5_30_128_9_15//mse//MasterProject
dataset_no,mse_3_5_30_128_9_15
objectives,"val_loss, min"
af_LSTM,relu
raf_LSTM,sigmoid
af_dense,softsign
optimizer,adam
learning_rate,0.01
lm_LSTM,mse
tuner/epochs,8
tuner/trial_id,9d31f49879035a224d9aa17f2edd3f14
tuned_score,0.75114
loss,0.75168
validation_accuracy_0,0.75168
validation_accuracy_1,0.75168
prediction_accuracy,0.56747
training_time (ms),72.35722
val_acc_0,0.75117
pred_acc_0,0.56703
val_acc_1,0.74933
pred_acc_1,0.56087
val_acc_2,0.75082
pred_acc_2,0.56375
