Items,mse_3_5_15_128_9_2
project,MasterProject
log_dir,../logs//tuner//mse_3_5_15_128_9_2//mse//MasterProject
dataset_no,mse_3_5_15_128_9_2
objectives,"val_loss, min"
af_LSTM,relu
raf_LSTM,sigmoid
af_dense,softsign
optimizer,adam
learning_rate,0.01
lm_LSTM,mse
tuner/epochs,3
tuned_score,0.52697
loss,0.51747
validation_accuracy_0,0.51747
validation_accuracy_1,0.51747
prediction_accuracy,0.78368
training_time (ms),69.43409
val_acc_0,1.80935
pred_acc_0,0.50018
val_acc_1,1.80935
pred_acc_1,0.50018
val_acc_2,1.80935
pred_acc_2,0.50018
