Items,mse_3_5_15_128_9_35
project,MasterProject
log_dir,../logs//tuner//mse_3_5_15_128_9_35//mse//MasterProject
dataset_no,mse_3_5_15_128_9_35
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=15.numTimeSteps128.version9.35.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.01
tuner/epochs,8
tuned_score,0.68043
loss,0.59992
val_loss,0.59992
val_customMetricfn,0.68551
pred_accuracy,0.6855
training_time (ms),69.95114
rerun_acc_0,0.66269
rerun_acc_1,0.70442
rerun_acc_2,0.76443
