Items,mse_3_5_15_128_9_0
project,MasterProject
log_dir,../logs//tuner//mse_3_5_15_128_9_0//mse//MasterProject
dataset_no,mse_3_5_15_128_9_0
dataset_name,../Version9.128timesteps/seqnetdata.ni=3.no=5.mc=15.numTimeSteps128.version9.0.csv
objectives,"val_customMetricfn, max"
af_LSTM,tanh
raf_LSTM,sigmoid
af_dense,tanh
optimizer,adam
learning_rate,0.01
tuner/epochs,8
tuned_score,0.64886
loss,0.59337
val_loss,0.59337
val_customMetricfn,0.64866
pred_accuracy,0.64865
training_time (ms),73.32598
rerun_acc_0,0.64893
rerun_acc_1,0.64805
rerun_acc_2,0.65053
